Sample_name	Weight
2	1.0
960	1.0
181	1.0
0	1.0
645	1.0
35	1.0
854	1.0
728	1.0
193	1.0
68	1.0
380	1.0
340	1.0
423	1.0
457	1.0
288	1.0
488	1.0
1029	1.0
992	1.0
51	1.0
592	1.0
986	1.0
852	1.0
679	1.0
521	1.0
886	1.0
692	1.0
240	1.0
532	1.0
501	1.0
411	1.0
439	1.0
481	1.0
966	1.0
976	1.0
216	1.0
727	1.0
584	1.0
632	1.0
460	1.0
603	1.0
368	1.0
173	1.0
999	1.0
660	1.0
229	1.0
201	1.0
67	1.0
995	1.0
221	1.0
851	1.0
311	1.0
390	1.0
686	115.0
242	1.0
441	1.0
78	1.0
147	1.0
673	1.0
443	1.0
81	1.0
153	1.0
148	1.0
172	1.0
65	1.0
37	1.0
1007	1.0
932	1.0
477	1.0
235	1.0
1020	1.0
138	1.0
627	1.0
853	1.0
48	1.0
640	1.0
525	1.0
698	1.0
350	1.0
115	1.0
482	1.0
419	1.0
164	1.0
36	1.0
513	1.0
806	1.0
471	1.0
620	1.0
735	1.0
573	1.0
331	1.0
383	1.0
939	1.0
251	1.0
487	1.0
726	1.0
633	1.0
693	1.0
988	1.0
177	1.0
921	1.0
931	1.0
408	1.0
422	1.0
379	1.0
649	1.0
844	1.0
765	1.0
76	1.0
895	1.0
550	1.0
987	1.0
393	1.0
338	1.0
373	1.0
200	1.0
881	1.0
516	1.0
75	1.0
475	1.0
31	1.0
946	1.0
911	1.0
1015	1.0
131	1.0
247	1.0
842	1.0
111	1.0
814	1.0
635	1.0
109	1.0
1010	1.0
829	1.0
214	1.0
859	1.0
158	1.0
33	1.0
866	1.0
579	1.0
384	1.0
803	1.0
469	1.0
176	1.0
24	1.0
930	1.0
754	1.0
308	1.0
426	1.0
163	1.0
179	1.0
937	1.0
269	1.0
83	1.0
770	1.0
900	1.0
495	1.0
359	1.0
203	1.0
375	1.0
356	1.0
981	1.0
394	1.0
719	1.0
233	1.0
659	1.0
150	1.0
259	1.0
926	1.0
195	1.0
94	1.0
434	1.0
493	1.0
385	1.0
1017	1.0
982	1.0
116	1.0
234	1.0
580	1.0
479	1.0
778	1.0
448	1.0
266	1.0
56	1.0
847	1.0
209	1.0
896	1.0
424	1.0
219	1.0
519	1.0
136	1.0
828	1.0
437	1.0
924	1.0
730	1.0
165	1.0
353	1.0
961	1.0
1013	1.0
551	1.0
86	1.0
222	1.0
191	1.0
752	1.0
392	1.0
714	1.0
871	1.0
74	1.0
1006	1.0
816	1.0
223	1.0
328	1.0
870	1.0
887	1.0
497	1.0
113	1.0
175	1.0
47	1.0
543	1.0
494	1.0
899	1.0
718	1.0
485	1.0
696	1.0
991	1.0
739	1.0
470	1.0
872	1.0
989	1.0
456	1.0
759	1.0
994	1.0
320	1.0
70	1.0
29	1.0
484	1.0
365	1.0
40	1.0
1000	1.0
323	1.0
52	1.0
151	1.0
868	1.0
680	1.0
790	1.0
26	115.0
273	1.0
656	1.0
486	1.0
503	1.0
53	1.0
574	1.0
879	1.0
